purchase_date,appliance,capture_date,energy,Warranty_date
2010-08-28,Furnace,2012-08-28,.174,
2010-08-29,Furnace,2012-08-29,.182,
2010-08-30,Furnace,2012-08-30,.152,
2010-08-31,Furnace,2012-08-31,.155,
2010-09-01,Furnace,2012-09-01,.197,
2010-09-02,Furnace,2012-09-02,.179,
2010-09-03,Furnace,2012-09-03,.169,
2010-09-04,Furnace,2012-09-04,.176,
2010-09-07,Furnace,2012-09-07,.179,
2010-09-08,Furnace,2012-09-08,.167,
2010-09-09,Furnace,2012-09-09,.160,
2010-09-10,Furnace,2012-09-10,.175,
2010-09-11,Furnace,2012-09-11,.180,
2010-09-12,Furnace,2012-09-12,.151,
2010-09-13,Furnace,2012-09-13,.199,
2010-09-14,Furnace,2012-09-14,.190,
2010-09-15,Furnace,2012-09-15,.165,
2010-09-16,Furnace,2012-09-16,.160,
2010-09-17,Furnace,2012-09-17,.162,
2010-09-18,Furnace,2012-09-18,.174,
2010-09-19,Furnace,2012-09-19,.160,
2010-09-20,Furnace,2012-09-20,.182,
2010-09-22,Furnace,2012-09-22,.194,
2010-09-23,Furnace,2012-09-23,.174,
2010-09-24,Furnace,2012-09-24,.189,
2010-09-25,Furnace,2012-09-25,.156,
2010-09-26,Furnace,2012-09-26,.178,
2010-10-02,Furnace,2012-10-02,.167,
2010-10-03,Furnace,2012-10-03,.192,
2010-10-04,Furnace,2012-10-04,.184,
2010-10-05,Furnace,2012-10-05,.157,
2010-10-06,Furnace,2012-10-06,.170,
2010-10-07,Furnace,2012-10-07,.168,
2010-10-08,Furnace,2012-10-08,.174,
2010-10-09,Furnace,2012-10-09,.163,
2010-10-10,Furnace,2012-10-10,.168,
2010-10-11,Furnace,2012-10-11,.198,
2010-10-12,Furnace,2012-10-12,.181,
2010-10-14,Furnace,2012-10-14,.197,
2010-10-15,Furnace,2012-10-15,.199,
2010-10-16,Furnace,2012-10-16,.199,
2010-10-17,Furnace,2012-10-17,.163,
2010-10-18,Furnace,2012-10-18,.195,
2010-10-19,Furnace,2012-10-19,.186,
2010-10-20,Furnace,2012-10-20,.195,
2010-10-21,Furnace,2012-10-21,.178,
2010-10-22,Furnace,2012-10-22,.190,
2010-10-23,Furnace,2012-10-23,.170,
2010-10-24,Furnace,2012-10-24,.184,
2010-10-25,Furnace,2012-10-25,.194,
2010-10-26,Furnace,2012-10-26,.189,
2010-10-29,Furnace,2012-10-29,.156,
2010-10-30,Furnace,2012-10-30,.156,
2010-10-31,Furnace,2012-10-31,.183,
2010-11-01,Furnace,2012-11-01,.199,
2010-11-02,Furnace,2012-11-02,.170,
2010-11-03,Furnace,2012-11-03,.170,
2010-11-04,Furnace,2012-11-04,.159,
2010-11-05,Furnace,2012-11-05,.187,
2010-11-06,Furnace,2012-11-06,.153,
2010-11-07,Furnace,2012-11-07,.160,
2010-11-10,Furnace,2012-11-10,.192,
2010-11-11,Furnace,2012-11-11,.174,
2010-11-12,Furnace,2012-11-12,.169,
2010-11-13,Furnace,2012-11-13,.157,
2010-11-14,Furnace,2012-11-14,.197,
2010-11-15,Furnace,2012-11-15,.178,
2010-11-16,Furnace,2012-11-16,.152,
2010-11-17,Furnace,2012-11-17,.192,
2010-11-18,Furnace,2012-11-18,.184,
2010-11-19,Furnace,2012-11-19,.167,
2010-11-21,Furnace,2012-11-21,.172,
2010-11-22,Furnace,2012-11-22,.165,
2010-11-23,Furnace,2012-11-23,.154,
2010-11-24,Furnace,2012-11-24,.171,
2010-11-27,Furnace,2012-11-27,.187,
2010-11-28,Furnace,2012-11-28,.188,
2010-11-29,Furnace,2012-11-29,.153,
2010-11-30,Furnace,2012-11-30,.193,
2010-12-01,Furnace,2012-12-01,.179,
2010-12-03,Furnace,2012-12-03,.194,
2010-12-04,Furnace,2012-12-04,.166,
2010-12-05,Furnace,2012-12-05,.177,
2010-12-06,Furnace,2012-12-06,.179,
2010-12-07,Furnace,2012-12-07,.153,
2010-12-08,Furnace,2012-12-08,.196,
2010-12-09,Furnace,2012-12-09,.165,
2010-12-10,Furnace,2012-12-10,.179,
2010-12-11,Furnace,2012-12-11,.182,
2010-12-13,Furnace,2012-12-13,.155,
2010-12-14,Furnace,2012-12-14,.153,
2010-12-15,Furnace,2012-12-15,.193,
2010-12-16,Furnace,2012-12-16,.161,
2010-12-19,Furnace,2012-12-19,.178,
2010-12-20,Furnace,2012-12-20,.161,
2010-12-21,Furnace,2012-12-21,.188,
2010-12-22,Furnace,2012-12-22,.151,
2010-12-23,Furnace,2012-12-23,.186,
2010-12-24,Furnace,2012-12-24,.168,
2010-12-25,Furnace,2012-12-25,.174,
2010-12-26,Furnace,2012-12-26,.164,
2010-12-27,Furnace,2012-12-27,.165,
2010-12-28,Furnace,2012-12-28,.187,
2010-12-29,Furnace,2012-12-29,.175,
2010-12-31,Furnace,2012-12-31,.172,
2010-01-01,Furnace,2013-01-01,.155,
2011-01-01,Furnace,2013-01-01,.155,
2010-01-02,Furnace,2013-01-02,.163,
2011-01-02,Furnace,2013-01-02,.163,
2010-01-03,Furnace,2013-01-03,.173,
2011-01-03,Furnace,2013-01-03,.173,
2010-01-04,Furnace,2013-01-04,.167,
2011-01-04,Furnace,2013-01-04,.167,
2010-01-05,Furnace,2013-01-05,.163,
2011-01-05,Furnace,2013-01-05,.163,
2010-01-06,Furnace,2013-01-06,.192,
2011-01-06,Furnace,2013-01-06,.192,
2010-01-07,Furnace,2013-01-07,.157,
2011-01-07,Furnace,2013-01-07,.157,
2010-01-08,Furnace,2013-01-08,.197,
2010-01-09,Furnace,2013-01-09,.192,
2010-01-10,Furnace,2013-01-10,.192,
2011-01-10,Furnace,2013-01-10,.192,
2010-01-11,Furnace,2013-01-11,.191,
2011-01-11,Furnace,2013-01-11,.191,
2010-01-12,Furnace,2013-01-12,.197,
2011-01-12,Furnace,2013-01-12,.197,
2010-01-13,Furnace,2013-01-13,.195,
2011-01-13,Furnace,2013-01-13,.195,
2010-01-14,Furnace,2013-01-14,.163,
2011-01-14,Furnace,2013-01-14,.163,
2011-01-15,Furnace,2013-01-15,.158,
2011-01-16,Furnace,2013-01-16,.199,
2010-01-17,Furnace,2013-01-17,.192,
2010-01-18,Furnace,2013-01-18,.165,
2011-01-18,Furnace,2013-01-18,.165,
2010-01-19,Furnace,2013-01-19,.200,
2011-01-19,Furnace,2013-01-19,.200,
2011-01-20,Furnace,2013-01-20,.161,
2010-01-21,Furnace,2013-01-21,.166,
2011-01-21,Furnace,2013-01-21,.166,
2011-01-22,Furnace,2013-01-22,.182,
2010-01-23,Furnace,2013-01-23,.174,
2010-01-26,Furnace,2013-01-26,.150,
2011-01-26,Furnace,2013-01-26,.150,
2010-01-27,Furnace,2013-01-27,.195,
2011-01-27,Furnace,2013-01-27,.195,
2010-01-28,Furnace,2013-01-28,.165,
2010-01-29,Furnace,2013-01-29,.174,
2010-01-30,Furnace,2013-01-30,.177,
2011-01-30,Furnace,2013-01-30,.177,
2010-01-31,Furnace,2013-01-31,.195,
2010-02-01,Furnace,2013-02-01,.195,
2011-02-01,Furnace,2013-02-01,.195,
2011-02-02,Furnace,2013-02-02,.190,
2010-02-03,Furnace,2013-02-03,.186,
2011-02-03,Furnace,2013-02-03,.186,
2011-02-04,Furnace,2013-02-04,.190,
2010-02-05,Furnace,2013-02-05,.197,
2011-02-05,Furnace,2013-02-05,.197,
2010-02-06,Furnace,2013-02-06,.151,
2011-02-06,Furnace,2013-02-06,.151,
2010-02-07,Furnace,2013-02-07,.160,
2010-02-08,Furnace,2013-02-08,.160,
2010-02-09,Furnace,2013-02-09,.161,
2011-02-10,Furnace,2013-02-10,.153,
2010-02-11,Furnace,2013-02-11,.164,
2011-02-11,Furnace,2013-02-11,.164,
2010-02-12,Furnace,2013-02-12,.198,
2010-02-13,Furnace,2013-02-13,.185,
2011-02-13,Furnace,2013-02-13,.185,
2011-02-14,Furnace,2013-02-14,.175,
2011-02-15,Furnace,2013-02-15,.171,
2010-02-16,Furnace,2013-02-16,.161,
2010-02-20,Furnace,2013-02-20,.199,
2010-02-21,Furnace,2013-02-21,.178,
2010-02-22,Furnace,2013-02-22,.185,
2011-02-24,Furnace,2013-02-24,.184,
2011-02-25,Furnace,2013-02-25,.166,
2010-02-26,Furnace,2013-02-26,.157,
2011-02-26,Furnace,2013-02-26,.157,
2010-02-27,Furnace,2013-02-27,.151,
2011-02-27,Furnace,2013-02-27,.151,
2010-02-28,Furnace,2013-02-28,.153,
2011-02-28,Furnace,2013-02-28,.153,
2010-03-01,Furnace,2013-03-01,.197,
2011-03-01,Furnace,2013-03-01,.197,
2010-03-02,Furnace,2013-03-02,.157,
2011-03-02,Furnace,2013-03-02,.157,
2010-03-03,Furnace,2013-03-03,.182,
2011-03-03,Furnace,2013-03-03,.182,
2010-03-04,Furnace,2013-03-04,.158,
2011-03-04,Furnace,2013-03-04,.158,
2010-03-05,Furnace,2013-03-05,.181,
2011-03-05,Furnace,2013-03-05,.181,
2011-03-06,Furnace,2013-03-06,.199,
2010-03-07,Furnace,2013-03-07,.150,
2011-03-07,Furnace,2013-03-07,.150,
2010-03-08,Furnace,2013-03-08,.151,
2011-03-08,Furnace,2013-03-08,.151,
2011-03-09,Furnace,2013-03-09,.155,
2011-03-10,Furnace,2013-03-10,.178,
2011-03-11,Furnace,2013-03-11,.152,
2010-03-12,Furnace,2013-03-12,.176,
2010-03-13,Furnace,2013-03-13,.153,
2011-03-13,Furnace,2013-03-13,.153,
2010-03-14,Furnace,2013-03-14,.174,
2011-03-14,Furnace,2013-03-14,.174,
2010-03-15,Furnace,2013-03-15,.187,
2011-03-15,Furnace,2013-03-15,.187,
2010-03-17,Furnace,2013-03-17,.194,
2010-03-18,Furnace,2013-03-18,.195,
2011-03-18,Furnace,2013-03-18,.195,
2010-03-19,Furnace,2013-03-19,.157,
2011-03-19,Furnace,2013-03-19,.157,
2010-03-20,Furnace,2013-03-20,.163,
2011-03-20,Furnace,2013-03-20,.163,
2010-03-21,Furnace,2013-03-21,.172,
2011-03-21,Furnace,2013-03-21,.172,
2010-03-22,Furnace,2013-03-22,.151,
2011-03-22,Furnace,2013-03-22,.151,
2010-03-23,Furnace,2013-03-23,.158,
2011-03-23,Furnace,2013-03-23,.158,
2010-03-24,Furnace,2013-03-24,.173,
2010-03-26,Furnace,2013-03-26,.157,
2011-03-26,Furnace,2013-03-26,.157,
2011-03-27,Furnace,2013-03-27,.184,
2011-03-29,Furnace,2013-03-29,.198,
2011-03-30,Furnace,2013-03-30,.173,
2011-03-31,Furnace,2013-03-31,.158,
2010-04-01,Furnace,2013-04-01,.162,
2011-04-01,Furnace,2013-04-01,.162,
2010-04-02,Furnace,2013-04-02,.156,
2010-04-03,Furnace,2013-04-03,.167,
2011-04-03,Furnace,2013-04-03,.167,
2010-04-04,Furnace,2013-04-04,.160,
2011-04-04,Furnace,2013-04-04,.160,
2010-04-05,Furnace,2013-04-05,.150,
2010-04-06,Furnace,2013-04-06,.155,
2010-04-07,Furnace,2013-04-07,.186,
2011-04-07,Furnace,2013-04-07,.186,
2011-04-08,Furnace,2013-04-08,.163,
2010-04-09,Furnace,2013-04-09,.174,
2011-04-09,Furnace,2013-04-09,.174,
2010-04-10,Furnace,2013-04-10,.194,
2011-04-10,Furnace,2013-04-10,.194,
2010-04-11,Furnace,2013-04-11,.191,
2011-04-11,Furnace,2013-04-11,.191,
2010-04-12,Furnace,2013-04-12,.157,
2010-04-13,Furnace,2013-04-13,.173,
2011-04-13,Furnace,2013-04-13,.173,
2010-04-14,Furnace,2013-04-14,.166,
2010-04-15,Furnace,2013-04-15,.193,
2010-04-16,Furnace,2013-04-16,.172,
2011-04-16,Furnace,2013-04-16,.172,
2010-04-18,Furnace,2013-04-18,.170,
2011-04-18,Furnace,2013-04-18,.170,
2010-04-19,Furnace,2013-04-19,.167,
2011-04-19,Furnace,2013-04-19,.167,
2010-04-20,Furnace,2013-04-20,.198,
2011-04-20,Furnace,2013-04-20,.198,
2010-04-21,Furnace,2013-04-21,.181,
2010-04-22,Furnace,2013-04-22,.198,
2011-04-22,Furnace,2013-04-22,.198,
2010-04-25,Furnace,2013-04-25,.192,
2010-04-26,Furnace,2013-04-26,.161,
2011-04-26,Furnace,2013-04-26,.161,
2010-04-27,Furnace,2013-04-27,.164,
2011-04-27,Furnace,2013-04-27,.164,
2010-04-28,Furnace,2013-04-28,.170,
2011-04-28,Furnace,2013-04-28,.170,
2010-04-29,Furnace,2013-04-29,.185,
2011-04-29,Furnace,2013-04-29,.185,
2010-04-30,Furnace,2013-04-30,.161,
2011-04-30,Furnace,2013-04-30,.161,
2010-05-01,Furnace,2013-05-01,.174,
2011-05-01,Furnace,2013-05-01,.174,
2011-05-03,Furnace,2013-05-03,.160,
2010-05-04,Furnace,2013-05-04,.198,
2011-05-04,Furnace,2013-05-04,.198,
2010-05-05,Furnace,2013-05-05,.161,
2011-05-05,Furnace,2013-05-05,.161,
2010-05-06,Furnace,2013-05-06,.168,
2011-05-06,Furnace,2013-05-06,.168,
2010-05-07,Furnace,2013-05-07,.185,
2011-05-07,Furnace,2013-05-07,.185,
2010-05-08,Furnace,2013-05-08,.156,
2011-05-08,Furnace,2013-05-08,.156,
2010-05-09,Furnace,2013-05-09,.168,
2011-05-09,Furnace,2013-05-09,.168,
2011-05-10,Furnace,2013-05-10,.181,
2010-05-11,Furnace,2013-05-11,.165,
2010-05-12,Furnace,2013-05-12,.195,
2011-05-12,Furnace,2013-05-12,.195,
2010-05-14,Furnace,2013-05-14,.197,
2010-05-15,Furnace,2013-05-15,.181,
2010-05-21,Furnace,2013-05-21,.164,
2010-05-22,Furnace,2013-05-22,.193,
2011-05-22,Furnace,2013-05-22,.193,
2010-05-23,Furnace,2013-05-23,.178,
2011-05-23,Furnace,2013-05-23,.178,
2011-05-25,Furnace,2013-05-25,.158,
2010-05-26,Furnace,2013-05-26,.158,
2011-05-26,Furnace,2013-05-26,.158,
2010-05-27,Furnace,2013-05-27,.181,
2011-05-27,Furnace,2013-05-27,.181,
2010-05-28,Furnace,2013-05-28,.194,
2010-05-29,Furnace,2013-05-29,.181,
2010-05-30,Furnace,2013-05-30,.185,
2010-05-31,Furnace,2013-05-31,.194,
2011-05-31,Furnace,2013-05-31,.194,
2010-06-01,Furnace,2013-06-01,.182,
2010-06-02,Furnace,2013-06-02,.183,
2010-06-03,Furnace,2013-06-03,.152,
2011-06-03,Furnace,2013-06-03,.152,
2010-06-04,Furnace,2013-06-04,.164,
2011-06-04,Furnace,2013-06-04,.164,
2011-06-05,Furnace,2013-06-05,.150,
2011-06-06,Furnace,2013-06-06,.192,
2011-06-07,Furnace,2013-06-07,.173,
2010-06-08,Furnace,2013-06-08,.183,
2011-06-08,Furnace,2013-06-08,.183,
2010-06-09,Furnace,2013-06-09,.196,
2011-06-09,Furnace,2013-06-09,.196,
2010-06-10,Furnace,2013-06-10,.184,
2011-06-10,Furnace,2013-06-10,.184,
2010-06-11,Furnace,2013-06-11,.170,
2011-06-11,Furnace,2013-06-11,.170,
2010-06-12,Furnace,2013-06-12,.182,
2011-06-13,Furnace,2013-06-13,.165,
2010-06-14,Furnace,2013-06-14,.172,
2010-06-15,Furnace,2013-06-15,.152,
2011-06-16,Furnace,2013-06-16,.191,
2010-06-17,Furnace,2013-06-17,.197,
2011-06-17,Furnace,2013-06-17,.197,
2010-06-18,Furnace,2013-06-18,.193,
2011-06-18,Furnace,2013-06-18,.193,
2010-06-19,Furnace,2013-06-19,.187,
2011-06-19,Furnace,2013-06-19,.187,
2010-06-20,Furnace,2013-06-20,.182,
2011-06-20,Furnace,2013-06-20,.182,
2010-06-21,Furnace,2013-06-21,.188,
2010-06-22,Furnace,2013-06-22,.188,
2011-06-22,Furnace,2013-06-22,.188,
2010-06-23,Furnace,2013-06-23,.197,
2011-06-23,Furnace,2013-06-23,.197,
2010-06-24,Furnace,2013-06-24,.172,
2010-06-25,Furnace,2013-06-25,.199,
2010-06-26,Furnace,2013-06-26,.153,
2011-06-26,Furnace,2013-06-26,.153,
2010-06-27,Furnace,2013-06-27,.184,
2011-06-27,Furnace,2013-06-27,.184,
2010-06-28,Furnace,2013-06-28,.199,
2011-06-28,Furnace,2013-06-28,.199,
2010-06-29,Furnace,2013-06-29,.197,
2011-06-29,Furnace,2013-06-29,.197,
2010-06-30,Furnace,2013-06-30,.193,
2011-06-30,Furnace,2013-06-30,.193,
2010-07-01,Furnace,2013-07-01,.171,
2011-07-01,Furnace,2013-07-01,.171,
2010-07-02,Furnace,2013-07-02,.168,
2011-07-02,Furnace,2013-07-02,.168,
2011-07-03,Furnace,2013-07-03,.176,
2010-07-04,Furnace,2013-07-04,.184,
2010-07-05,Furnace,2013-07-05,.188,
2011-07-05,Furnace,2013-07-05,.188,
2010-07-06,Furnace,2013-07-06,.193,
2011-07-06,Furnace,2013-07-06,.193,
2010-07-07,Furnace,2013-07-07,.197,
2011-07-07,Furnace,2013-07-07,.197,
2010-07-08,Furnace,2013-07-08,.198,
2011-07-08,Furnace,2013-07-08,.198,
2010-07-09,Furnace,2013-07-09,.161,
2011-07-09,Furnace,2013-07-09,.161,
2010-07-10,Furnace,2013-07-10,.178,
2010-07-11,Furnace,2013-07-11,.175,
2011-07-11,Furnace,2013-07-11,.175,
2010-07-12,Furnace,2013-07-12,.197,
2011-07-12,Furnace,2013-07-12,.197,
2010-07-13,Furnace,2013-07-13,.159,
2010-07-14,Furnace,2013-07-14,.155,
2011-07-15,Furnace,2013-07-15,.195,
2010-07-16,Furnace,2013-07-16,.189,
2011-07-16,Furnace,2013-07-16,.189,
2010-07-17,Furnace,2013-07-17,.198,
2010-07-19,Furnace,2013-07-19,.161,
2011-07-19,Furnace,2013-07-19,.161,
2010-07-20,Furnace,2013-07-20,.184,
2011-07-20,Furnace,2013-07-20,.184,
2011-07-21,Furnace,2013-07-21,.151,
2010-07-22,Furnace,2013-07-22,.192,
2011-07-22,Furnace,2013-07-22,.192,
2010-07-23,Furnace,2013-07-23,.168,
2011-07-23,Furnace,2013-07-23,.168,
2010-07-24,Furnace,2013-07-24,.183,
2011-07-24,Furnace,2013-07-24,.183,
2010-07-25,Furnace,2013-07-25,.157,
2010-07-26,Furnace,2013-07-26,.181,
2011-07-26,Furnace,2013-07-26,.181,
2010-07-27,Furnace,2013-07-27,.157,
2011-07-27,Furnace,2013-07-27,.157,
2011-07-28,Furnace,2013-07-28,.150,
2011-07-29,Furnace,2013-07-29,.158,
2010-07-30,Furnace,2013-07-30,.152,
2011-07-30,Furnace,2013-07-30,.152,
2010-07-31,Furnace,2013-07-31,.173,
2011-07-31,Furnace,2013-07-31,.173,
2010-08-01,Furnace,2013-08-01,.162,
2011-08-02,Furnace,2013-08-02,.172,
2011-08-03,Furnace,2013-08-03,.161,
2010-08-04,Furnace,2013-08-04,.167,
2011-08-04,Furnace,2013-08-04,.167,
2010-08-05,Furnace,2013-08-05,.180,
2011-08-05,Furnace,2013-08-05,.180,
2010-08-06,Furnace,2013-08-06,.187,
2011-08-06,Furnace,2013-08-06,.187,
2010-08-07,Furnace,2013-08-07,.156,
2011-08-07,Furnace,2013-08-07,.156,
2010-08-08,Furnace,2013-08-08,.176,
2011-08-08,Furnace,2013-08-08,.176,
2010-08-09,Furnace,2013-08-09,.155,
2011-08-09,Furnace,2013-08-09,.155,
2011-08-10,Furnace,2013-08-10,.173,
2011-08-11,Furnace,2013-08-11,.157,
2011-08-12,Furnace,2013-08-12,.176,
2011-08-13,Furnace,2013-08-13,.156,
2010-08-14,Furnace,2013-08-14,.171,
2011-08-14,Furnace,2013-08-14,.171,
2011-08-15,Furnace,2013-08-15,.184,
2010-08-18,Furnace,2013-08-18,.170,
2010-08-19,Furnace,2013-08-19,.155,
2010-08-20,Furnace,2013-08-20,.150,
2011-08-20,Furnace,2013-08-20,.150,
2010-08-21,Furnace,2013-08-21,.177,
2010-08-22,Furnace,2013-08-22,.180,
2011-08-22,Furnace,2013-08-22,.180,
2010-08-23,Furnace,2013-08-23,.178,
2011-08-23,Furnace,2013-08-23,.178,
2010-08-24,Furnace,2013-08-24,.195,
2010-08-25,Furnace,2013-08-25,.189,
2010-08-26,Furnace,2013-08-26,.183,
2010-08-28,Furnace,2013-08-28,.180,
2011-08-29,Furnace,2013-08-29,.196,
2010-08-30,Furnace,2013-08-30,.196,
2011-08-30,Furnace,2013-08-30,.196,
2010-08-31,Furnace,2013-08-31,.196,
2011-08-31,Furnace,2013-08-31,.196,
2011-09-01,Furnace,2013-09-01,.165,
2011-09-02,Furnace,2013-09-02,.173,
2011-09-03,Furnace,2013-09-03,.156,
2010-09-05,Furnace,2013-09-05,.156,
2011-09-07,Furnace,2013-09-07,.175,
2010-09-08,Furnace,2013-09-08,.176,
2011-09-08,Furnace,2013-09-08,.176,
2010-09-09,Furnace,2013-09-09,.172,
2011-09-11,Furnace,2013-09-11,.193,
2011-09-12,Furnace,2013-09-12,.183,
2011-09-13,Furnace,2013-09-13,.171,
2010-09-14,Furnace,2013-09-14,.169,
2011-09-14,Furnace,2013-09-14,.169,
2011-09-16,Furnace,2013-09-16,.151,
2011-09-17,Furnace,2013-09-17,.199,
2010-09-18,Furnace,2013-09-18,.158,
2011-09-18,Furnace,2013-09-18,.158,
2011-09-20,Furnace,2013-09-20,.179,
2010-09-21,Furnace,2013-09-21,.199,
2011-09-21,Furnace,2013-09-21,.199,
2010-09-22,Furnace,2013-09-22,.171,
2011-09-22,Furnace,2013-09-22,.171,
2011-09-23,Furnace,2013-09-23,.181,
2010-09-24,Furnace,2013-09-24,.152,
2011-09-24,Furnace,2013-09-24,.152,
2010-09-25,Furnace,2013-09-25,.162,
2011-09-25,Furnace,2013-09-25,.162,
2010-09-26,Furnace,2013-09-26,.168,
2011-09-26,Furnace,2013-09-26,.168,
2010-09-27,Furnace,2013-09-27,.174,
2010-09-28,Furnace,2013-09-28,.153,
2011-09-28,Furnace,2013-09-28,.153,
2010-09-29,Furnace,2013-09-29,.154,
2011-09-29,Furnace,2013-09-29,.154,
2010-09-30,Furnace,2013-09-30,.157,
2011-09-30,Furnace,2013-09-30,.157,
2010-10-01,Furnace,2013-10-01,.159,
2011-10-01,Furnace,2013-10-01,.159,
2010-10-02,Furnace,2013-10-02,.167,
2011-10-02,Furnace,2013-10-02,.167,
2010-10-03,Furnace,2013-10-03,.162,
2011-10-03,Furnace,2013-10-03,.162,
2010-10-04,Furnace,2013-10-04,.181,
2011-10-04,Furnace,2013-10-04,.181,
2010-10-05,Furnace,2013-10-05,.174,
2011-10-05,Furnace,2013-10-05,.174,
2010-10-06,Furnace,2013-10-06,.168,
2011-10-06,Furnace,2013-10-06,.168,
2010-10-07,Furnace,2013-10-07,.163,
2011-10-07,Furnace,2013-10-07,.163,
2010-10-08,Furnace,2013-10-08,.155,
2011-10-08,Furnace,2013-10-08,.155,
2010-10-09,Furnace,2013-10-09,.175,
2010-10-10,Furnace,2013-10-10,.156,
2010-10-11,Furnace,2013-10-11,.154,
2011-10-12,Furnace,2013-10-12,.188,
2010-10-13,Furnace,2013-10-13,.160,
2010-10-15,Furnace,2013-10-15,.167,
2010-10-16,Furnace,2013-10-16,.156,
2010-10-17,Furnace,2013-10-17,.187,
2011-10-17,Furnace,2013-10-17,.187,
2011-10-18,Furnace,2013-10-18,.174,
2010-10-19,Furnace,2013-10-19,.162,
2010-10-20,Furnace,2013-10-20,.156,
2010-10-21,Furnace,2013-10-21,.192,
2010-10-22,Furnace,2013-10-22,.155,
2010-10-23,Furnace,2013-10-23,.188,
2010-10-24,Furnace,2013-10-24,.184,
2011-10-24,Furnace,2013-10-24,.184,
2011-10-25,Furnace,2013-10-25,.151,
2010-10-26,Furnace,2013-10-26,.166,
2010-10-27,Furnace,2013-10-27,.167,
2011-10-27,Furnace,2013-10-27,.167,
2010-10-28,Furnace,2013-10-28,.198,
2011-10-28,Furnace,2013-10-28,.198,
2011-10-29,Furnace,2013-10-29,.179,
2010-10-30,Furnace,2013-10-30,.152,
2011-10-30,Furnace,2013-10-30,.152,
2010-10-31,Furnace,2013-10-31,.196,
2011-10-31,Furnace,2013-10-31,.196,
2010-11-01,Furnace,2013-11-01,.162,
2011-11-01,Furnace,2013-11-01,.162,
2010-11-02,Furnace,2013-11-02,.194,
2011-11-02,Furnace,2013-11-02,.194,
2010-11-03,Furnace,2013-11-03,.163,
2011-11-03,Furnace,2013-11-03,.163,
2011-11-04,Furnace,2013-11-04,.191,
2010-11-05,Furnace,2013-11-05,.176,
2011-11-05,Furnace,2013-11-05,.176,
2010-11-06,Furnace,2013-11-06,.169,
2011-11-06,Furnace,2013-11-06,.169,
2011-11-07,Furnace,2013-11-07,.156,
2010-11-08,Furnace,2013-11-08,.162,
2010-11-09,Furnace,2013-11-09,.159,
2011-11-09,Furnace,2013-11-09,.159,
2010-11-10,Furnace,2013-11-10,.151,
2011-11-10,Furnace,2013-11-10,.151,
2010-11-11,Furnace,2013-11-11,.179,
2011-11-11,Furnace,2013-11-11,.179,
2010-11-12,Furnace,2013-11-12,.162,
2011-11-12,Furnace,2013-11-12,.162,
2010-11-13,Furnace,2013-11-13,.168,
2011-11-13,Furnace,2013-11-13,.168,
2011-11-16,Furnace,2013-11-16,.192,
2010-11-18,Furnace,2013-11-18,.191,
2011-11-20,Furnace,2013-11-20,.195,
2010-11-21,Furnace,2013-11-21,.185,
2011-11-21,Furnace,2013-11-21,.185,
2010-11-22,Furnace,2013-11-22,.182,
2011-11-22,Furnace,2013-11-22,.182,
2010-11-23,Furnace,2013-11-23,.189,
2011-11-23,Furnace,2013-11-23,.189,
2011-11-24,Furnace,2013-11-24,.183,
2011-11-25,Furnace,2013-11-25,.150,
2010-11-26,Furnace,2013-11-26,.161,
2011-11-26,Furnace,2013-11-26,.161,
2010-11-27,Furnace,2013-11-27,.163,
2011-11-28,Furnace,2013-11-28,.160,
2010-11-29,Furnace,2013-11-29,.196,
2011-11-29,Furnace,2013-11-29,.196,
2010-11-30,Furnace,2013-11-30,.172,
2011-11-30,Furnace,2013-11-30,.172,
2010-12-01,Furnace,2013-12-01,.198,
2011-12-01,Furnace,2013-12-01,.198,
2010-12-02,Furnace,2013-12-02,.167,
2010-12-03,Furnace,2013-12-03,.161,
2011-12-03,Furnace,2013-12-03,.161,
2011-12-04,Furnace,2013-12-04,.195,
2010-12-05,Furnace,2013-12-05,.182,
2011-12-05,Furnace,2013-12-05,.182,
2011-12-06,Furnace,2013-12-06,.160,
2010-12-07,Furnace,2013-12-07,.184,
2011-12-07,Furnace,2013-12-07,.184,
2011-12-08,Furnace,2013-12-08,.164,
2011-12-09,Furnace,2013-12-09,.183,
2010-12-10,Furnace,2013-12-10,.171,
2011-12-10,Furnace,2013-12-10,.171,
2010-12-11,Furnace,2013-12-11,.198,
2011-12-11,Furnace,2013-12-11,.198,
2010-12-12,Furnace,2013-12-12,.178,
2011-12-12,Furnace,2013-12-12,.178,
2011-12-15,Furnace,2013-12-15,.182,
2010-12-16,Furnace,2013-12-16,.168,
2011-12-16,Furnace,2013-12-16,.168,
2010-12-17,Furnace,2013-12-17,.163,
2011-12-17,Furnace,2013-12-17,.163,
2010-12-18,Furnace,2013-12-18,.182,
2011-12-18,Furnace,2013-12-18,.182,
2010-12-19,Furnace,2013-12-19,.152,
2011-12-19,Furnace,2013-12-19,.152,
2011-12-20,Furnace,2013-12-20,.159,
2010-12-21,Furnace,2013-12-21,.193,
2011-12-21,Furnace,2013-12-21,.193,
2010-12-22,Furnace,2013-12-22,.182,
2011-12-22,Furnace,2013-12-22,.182,
2010-12-23,Furnace,2013-12-23,.155,
2011-12-23,Furnace,2013-12-23,.155,
2010-12-24,Furnace,2013-12-24,.162,
2011-12-24,Furnace,2013-12-24,.162,
2011-12-25,Furnace,2013-12-25,.184,
