purchase_date,type,capture_date,energy,warranty_date
2012-08-11,Microwave,2014-08-11,.004,
2010-07-08,Wine Cellar,2013-07-08,.008,
2015-08-06,Fridge,2019-08-06,.078,
2010-04-25,Microwave,2012-04-25,.086,
2013-09-08,Dish Washer,2015-09-08,.001,
2014-02-17,Fridge,2017-02-17,.053,
2010-03-12,Garage door,2012-03-12,.013,
2011-02-28,Furnace,2014-02-28,.025,
2016-10-20,Wine Cellar,2018-10-20,.042,
2014-11-05,Dish Washer,2017-11-05,.001,
2010-07-12,Furnace,2014-07-12,.250,
2013-03-06,Dish Washer,2016-03-06,.001,
2012-07-09,Furnace,2015-07-09,.145,
2012-07-10,Garage door,2016-07-10,.013,
2011-10-02,Wine Cellar,2015-10-02,.187,
2015-12-12,Furnace,2017-12-12,.061,
2012-02-22,Dish Washer,2014-02-22,.001,
2011-05-23,Dish Washer,2013-05-23,.001,
2015-11-11,Microwave,2019-11-11,.003,
2011-12-03,Fridge,2014-12-03,.031,
2015-04-28,Garage door,2018-04-28,.013,
2010-02-19,Wine Cellar,2012-02-19,.007,
2016-01-21,Garage door,2020-01-21,.013,
2012-03-23,Furnace,2014-03-23,.216,
2013-03-09,Furnace,2016-03-09,.020,
2011-07-20,Dish Washer,2013-07-20,.001,
2016-10-30,Furnace,2018-10-30,.124,
2014-01-13,Microwave,2018-01-13,.003,
2015-12-24,Fridge,2018-12-24,.066,
2012-12-14,Wine Cellar,2014-12-14,.035,
2010-05-28,Microwave,2014-05-28,.013,
2014-01-25,Dish Washer,2017-01-25,.001,
2016-08-31,Microwave,2018-08-31,.011,
2011-07-20,Wine Cellar,2015-07-20,.004,
2016-09-12,Wine Cellar,2019-09-12,.025,
2013-02-22,Fridge,2015-02-22,.064,
2014-06-28,Furnace,2016-06-28,.038,
2012-02-28,Garage door,2016-02-28,.022,
2014-08-28,Furnace,2018-08-28,.020,
2012-05-22,Wine Cellar,2015-05-22,.007,
2013-02-08,Furnace,2017-02-08,.021,
2011-12-09,Dish Washer,2015-12-09,.001,
2015-05-10,Fridge,2019-05-10,.084,
2012-01-03,Fridge,2016-01-03,.090,
2011-08-01,Wine Cellar,2014-08-01,.023,
2014-10-27,Dish Washer,2017-10-27,.001,
2014-01-23,Garage door,2018-01-23,.017,
2014-09-08,Furnace,2018-09-08,.020,
2013-06-26,Wine Cellar,2015-06-26,.083,
2012-05-11,Wine Cellar,2015-05-11,.007,
2010-04-30,Wine Cellar,2013-04-30,.007,
2012-05-16,Fridge,2015-05-16,.040,
2010-02-26,Garage door,2012-02-26,.013,
2011-01-12,Dish Washer,2013-01-12,.001,
2011-12-01,Furnace,2014-12-01,.110,
2010-02-06,Furnace,2012-02-06,.247,
2011-12-11,Dish Washer,2014-12-11,.001,
2010-03-07,Furnace,2012-03-07,.406,
2011-09-11,Microwave,2014-09-11,.004,
2013-09-15,Fridge,2016-09-15,.135,
2011-05-05,Fridge,2015-05-05,.087,
2013-12-23,Furnace,2017-12-23,.020,
2012-05-07,Fridge,2014-05-07,.045,
2014-12-21,Fridge,2018-12-21,.034,
2015-05-26,Furnace,2018-05-26,.020,
2012-12-05,Furnace,2015-12-05,.197,
2012-01-14,Wine Cellar,2016-01-14,.089,
2010-10-05,Garage door,2013-10-05,.017,
2015-04-30,Wine Cellar,2019-04-30,.007,
2016-10-27,Dish Washer,2020-10-27,.097,
2016-04-30,Fridge,2019-04-30,.042,
2014-06-01,Fridge,2017-06-01,.039,
2010-01-16,Fridge,2014-01-16,.044,
2011-04-19,Fridge,2015-04-19,.138,
2010-09-30,Dish Washer,2013-09-30,.001,
2012-01-21,Garage door,2016-01-21,.013,
2011-09-01,Wine Cellar,2015-09-01,.007,
2010-01-16,Wine Cellar,2014-01-16,.007,
2012-09-14,Garage door,2015-09-14,.014,
2016-05-11,Wine Cellar,2019-05-11,.054,
2013-03-11,Dish Washer,2017-03-11,.001,
2011-09-12,Wine Cellar,2015-09-12,.009,
2015-09-03,Dish Washer,2019-09-03,.001,
2010-12-10,Microwave,2013-12-10,.004,
2010-06-12,Fridge,2013-06-12,.057,
2010-09-19,Furnace,2014-09-19,.187,
2012-11-21,Furnace,2014-11-21,.304,
2014-02-06,Furnace,2016-02-06,.021,
2012-01-19,Garage door,2014-01-19,.013,
2011-09-29,Furnace,2013-09-29,.091,
2010-08-08,Microwave,2013-08-08,.004,
2012-02-02,Wine Cellar,2014-02-02,.125,
2016-06-16,Furnace,2020-06-16,.042,
2010-12-13,Garage door,2014-12-13,.014,
2015-02-22,Garage door,2018-02-22,.015,
2014-12-28,Fridge,2017-12-28,.058,
2016-01-08,Garage door,2018-01-08,.013,
2016-02-20,Furnace,2019-02-20,.038,
2016-01-21,Dish Washer,2020-01-21,.001,
2016-09-08,Garage door,2019-09-08,.013,
2013-01-12,Furnace,2017-01-12,.020,
2013-02-23,Dish Washer,2016-02-23,.001,
2013-02-10,Fridge,2017-02-10,.082,
2013-08-19,Wine Cellar,2015-08-19,.093,
2016-05-22,Wine Cellar,2020-05-22,.034,
2015-07-18,Dish Washer,2018-07-18,.001,
2010-03-16,Garage door,2012-03-16,.017,
2011-02-01,Furnace,2015-02-01,.041,
2011-02-06,Wine Cellar,2013-02-06,.007,
2010-05-09,Furnace,2013-05-09,.132,
2014-12-16,Fridge,2018-12-16,.102,
2010-04-16,Furnace,2014-04-16,.222,
2012-01-03,Wine Cellar,2016-01-03,.007,
2010-12-27,Fridge,2014-12-27,.005,
2015-05-21,Wine Cellar,2019-05-21,.067,
2015-06-17,Fridge,2019-06-17,.138,
2014-09-29,Microwave,2018-09-29,.014,
2013-01-03,Fridge,2016-01-03,.043,
2015-03-08,Fridge,2018-03-08,.073,
2011-08-03,Wine Cellar,2013-08-03,.007,
2011-12-20,Garage door,2015-12-20,.012,
2016-03-05,Microwave,2020-03-05,.003,
2010-06-12,Wine Cellar,2013-06-12,.007,
2014-02-03,Dish Washer,2018-02-03,.001,
2012-05-03,Microwave,2015-05-03,.004,
2012-11-23,Garage door,2016-11-23,.014,
2011-09-01,Garage door,2013-09-01,.013,
2012-12-15,Garage door,2016-12-15,.015,
2015-03-01,Fridge,2019-03-01,.037,
2016-08-14,Furnace,2020-08-14,.021,
2011-09-15,Fridge,2013-09-15,.043,
2012-10-20,Wine Cellar,2016-10-20,.044,
2013-01-25,Wine Cellar,2016-01-25,.091,
2011-11-28,Garage door,2015-11-28,.013,
2016-11-03,Dish Washer,2018-11-03,.427,
2016-03-28,Furnace,2018-03-28,.157,
2015-03-07,Dish Washer,2017-03-07,.001,
2016-07-07,Garage door,2018-07-07,.015,
2010-08-12,Fridge,2012-08-12,.118,
2015-09-30,Dish Washer,2019-09-30,.001,
2013-10-05,Furnace,2016-10-05,.040,
2010-01-17,Fridge,2012-01-17,.042,
2010-11-06,Wine Cellar,2012-11-06,.007,
2010-07-31,Garage door,2014-07-31,.013,
2013-02-19,Furnace,2016-02-19,.021,
2013-01-27,Garage door,2017-01-27,.021,
2010-04-15,Microwave,2014-04-15,.004,
2013-08-10,Garage door,2015-08-10,.013,
2010-12-18,Garage door,2014-12-18,.012,
2015-03-28,Furnace,2018-03-28,.277,
2013-05-11,Dish Washer,2016-05-11,.001,
2016-09-17,Fridge,2020-09-17,.041,
2014-08-01,Fridge,2016-08-01,.032,
2010-10-10,Microwave,2014-10-10,.004,
2012-06-27,Garage door,2014-06-27,.013,
2012-03-11,Furnace,2016-03-11,.081,
2010-11-12,Dish Washer,2013-11-12,.001,
2015-05-16,Dish Washer,2017-05-16,.001,
2014-08-17,Wine Cellar,2016-08-17,.158,
2011-01-14,Dish Washer,2015-01-14,.001,
2010-03-25,Fridge,2012-03-25,.059,
2015-05-30,Furnace,2019-05-30,.020,
2012-07-02,Garage door,2014-07-02,.013,
2011-07-09,Fridge,2015-07-09,.051,
2011-04-14,Dish Washer,2013-04-14,.001,
2014-08-28,Garage door,2017-08-28,.013,
2012-07-31,Fridge,2015-07-31,.053,
2015-11-26,Fridge,2019-11-26,.046,
2012-10-07,Dish Washer,2014-10-07,.001,
2011-10-05,Wine Cellar,2014-10-05,.115,
2011-02-22,Microwave,2015-02-22,.004,
2015-12-19,Furnace,2017-12-19,.123,
2015-06-24,Wine Cellar,2018-06-24,.045,
2010-04-07,Wine Cellar,2014-04-07,.080,
2016-10-12,Furnace,2019-10-12,.076,
2016-07-21,Fridge,2018-07-21,.062,
2014-11-17,Furnace,2018-11-17,.021,
2010-01-30,Furnace,2014-01-30,.020,
2013-06-25,Fridge,2017-06-25,.026,
2010-11-08,Furnace,2013-11-08,.020,
2015-05-09,Dish Washer,2018-05-09,.001,
2010-03-17,Microwave,2012-03-17,.035,
2015-12-23,Fridge,2019-12-23,.045,
2013-10-13,Dish Washer,2017-10-13,.001,
2013-08-18,Garage door,2017-08-18,.013,
2016-08-17,Microwave,2020-08-17,.003,
2010-10-12,Fridge,2012-10-12,.006,
2012-06-03,Furnace,2014-06-03,.039,
2010-03-16,Fridge,2012-03-16,.055,
2012-06-10,Fridge,2015-06-10,.049,
2011-01-26,Furnace,2013-01-26,.090,
2015-02-06,Furnace,2017-02-06,.021,
2016-10-09,Dish Washer,2019-10-09,.001,
2016-03-17,Microwave,2019-03-17,.009,
2010-02-12,Dish Washer,2012-02-12,.001,
2010-06-03,Furnace,2013-06-03,.081,
2011-04-13,Fridge,2014-04-13,.105,
2014-08-03,Wine Cellar,2016-08-03,.025,
2011-06-16,Wine Cellar,2014-06-16,.007,
2012-02-10,Dish Washer,2015-02-10,.001,
2015-10-19,Wine Cellar,2017-10-19,.029,
2014-03-16,Garage door,2018-03-16,.013,
2015-06-01,Garage door,2019-06-01,.013,
2011-12-12,Wine Cellar,2014-12-12,.155,
2012-06-20,Wine Cellar,2016-06-20,.054,
2010-11-25,Dish Washer,2013-11-25,.001,
2010-03-31,Wine Cellar,2013-03-31,.007,
2015-10-30,Dish Washer,2018-10-30,.001,
2010-11-02,Furnace,2012-11-02,.020,
2016-04-08,Microwave,2019-04-08,.011,
2014-09-07,Microwave,2017-09-07,.004,
2014-04-25,Wine Cellar,2018-04-25,.057,
2010-01-09,Garage door,2014-01-09,.013,
2015-11-04,Microwave,2019-11-04,.024,
2015-01-15,Wine Cellar,2019-01-15,.138,
2016-06-23,Garage door,2019-06-23,.013,
2014-06-24,Garage door,2016-06-24,.013,
2013-11-21,Wine Cellar,2017-11-21,.044,
2014-10-13,Microwave,2018-10-13,.008,
2012-06-21,Wine Cellar,2015-06-21,.007,
2013-04-03,Wine Cellar,2017-04-03,.147,
2016-10-16,Fridge,2020-10-16,.227,
2012-01-17,Wine Cellar,2016-01-17,.006,
2012-04-19,Microwave,2015-04-19,.004,
2013-09-24,Wine Cellar,2016-09-24,.060,
2014-11-06,Fridge,2017-11-06,.056,
2013-02-22,Furnace,2015-02-22,.020,
2015-05-11,Microwave,2019-05-11,.004,
2011-12-01,Fridge,2014-12-01,.050,
2015-02-19,Dish Washer,2019-02-19,.001,
2015-06-25,Microwave,2017-06-25,.004,
2013-03-18,Fridge,2015-03-18,.132,
2014-03-12,Garage door,2017-03-12,.013,
2015-04-02,Furnace,2017-04-02,.020,
2016-05-09,Garage door,2019-05-09,.013,
2010-08-16,Wine Cellar,2014-08-16,.016,
2010-06-03,Dish Washer,2012-06-03,.001,
2013-12-04,Dish Washer,2017-12-04,.001,
2013-08-28,Fridge,2015-08-28,.094,
2012-07-30,Microwave,2015-07-30,.004,
2015-01-01,Garage door,2018-01-01,.013,
2015-05-30,Dish Washer,2017-05-30,.001,
2016-11-08,Fridge,2020-11-08,.008,
2012-09-13,Microwave,2015-09-13,.013,
2013-01-16,Wine Cellar,2017-01-16,.102,
2015-01-24,Furnace,2019-01-24,.020,
2016-02-15,Furnace,2020-02-15,.167,
2010-04-25,Fridge,2014-04-25,.005,
2013-07-19,Furnace,2015-07-19,.021,
2014-08-18,Dish Washer,2018-08-18,.001,
2012-01-19,Fridge,2014-01-19,.057,
2014-04-13,Microwave,2017-04-13,.004,
2010-08-27,Fridge,2014-08-27,.017,
2013-09-08,Wine Cellar,2015-09-08,.027,
2010-08-28,Fridge,2014-08-28,.045,
2011-10-21,Fridge,2015-10-21,.201,
2015-01-05,Garage door,2019-01-05,.013,
2011-10-16,Dish Washer,2014-10-16,.001,
2012-05-06,Garage door,2014-05-06,.015,
2010-10-23,Wine Cellar,2012-10-23,.125,
2012-06-30,Furnace,2016-06-30,.353,
2012-07-22,Furnace,2016-07-22,.033,
2013-08-23,Furnace,2017-08-23,.021,
2013-09-14,Garage door,2016-09-14,.014,
2015-06-08,Fridge,2019-06-08,.052,
2012-02-20,Fridge,2014-02-20,.043,
2010-02-19,Furnace,2014-02-19,.019,
2011-05-03,Garage door,2013-05-03,.014,
2010-01-27,Garage door,2013-01-27,.015,
2010-08-26,Microwave,2013-08-26,.022,
2013-10-07,Furnace,2017-10-07,.310,
2010-12-12,Furnace,2014-12-12,.332,
2016-03-29,Dish Washer,2020-03-29,.001,
2011-12-05,Fridge,2015-12-05,.050,
2010-12-20,Wine Cellar,2013-12-20,.007,
2010-04-23,Fridge,2012-04-23,.061,
2015-07-28,Furnace,2017-07-28,.021,
2014-06-28,Dish Washer,2017-06-28,.001,
2014-03-29,Dish Washer,2016-03-29,.001,
2010-06-13,Microwave,2012-06-13,.004,
2016-07-19,Fridge,2018-07-19,.048,
2016-10-25,Dish Washer,2020-10-25,.001,
2011-03-12,Microwave,2015-03-12,.004,
2016-08-27,Garage door,2018-08-27,.013,
2013-12-31,Dish Washer,2016-12-31,.001,
2015-07-03,Wine Cellar,2017-07-03,.028,
2010-03-05,Fridge,2013-03-05,.096,
2016-04-12,Fridge,2020-04-12,.051,
2012-02-13,Fridge,2016-02-13,.007,
2015-01-14,Wine Cellar,2019-01-14,.157,
2014-09-20,Furnace,2016-09-20,.037,
2012-09-25,Fridge,2016-09-25,.036,
2010-07-27,Dish Washer,2012-07-27,.001,
2016-08-10,Fridge,2018-08-10,.071,
2013-11-30,Dish Washer,2016-11-30,.001,
2012-01-08,Fridge,2015-01-08,.039,
2010-04-19,Wine Cellar,2012-04-19,.009,
2013-08-14,Garage door,2015-08-14,.025,
2016-02-02,Fridge,2020-02-02,.044,
2013-01-30,Garage door,2016-01-30,.013,
2011-10-26,Furnace,2015-10-26,.021,
2011-07-16,Garage door,2014-07-16,.014,
2012-07-02,Wine Cellar,2014-07-02,.007,
2010-12-16,Wine Cellar,2012-12-16,.025,
2010-04-19,Furnace,2013-04-19,.046,
2012-08-21,Fridge,2014-08-21,.060,
2014-08-03,Dish Washer,2018-08-03,.001,
2012-09-10,Fridge,2016-09-10,.146,
2013-04-08,Furnace,2015-04-08,.020,
2016-10-21,Furnace,2019-10-21,.176,
2015-04-16,Microwave,2017-04-16,.004,
2010-07-24,Dish Washer,2013-07-24,.001,
2010-04-18,Dish Washer,2014-04-18,.001,
2015-12-14,Dish Washer,2018-12-14,.001,
2010-09-07,Wine Cellar,2014-09-07,.007,
2014-06-30,Wine Cellar,2017-06-30,.040,
2011-06-24,Fridge,2013-06-24,.045,
2013-02-13,Fridge,2016-02-13,.082,
2010-06-18,Dish Washer,2012-06-18,.001,
2013-02-03,Wine Cellar,2015-02-03,.109,
2015-01-03,Furnace,2018-01-03,.020,
2010-01-30,Fridge,2014-01-30,.057,
2011-11-26,Furnace,2015-11-26,.474,
2013-03-19,Fridge,2015-03-19,.023,
2015-10-16,Dish Washer,2017-10-16,.001,
2015-09-24,Dish Washer,2017-09-24,.001,
2010-05-15,Garage door,2013-05-15,.013,
2016-08-12,Furnace,2019-08-12,.071,
2011-08-28,Wine Cellar,2013-08-28,.007,
2014-07-25,Furnace,2017-07-25,.038,
2016-08-03,Wine Cellar,2020-08-03,.008,
2011-07-12,Furnace,2014-07-12,.113,
2016-01-17,Dish Washer,2018-01-17,.001,
2010-05-10,Fridge,2012-05-10,.081,
2010-01-01,Furnace,2012-01-01,.071,
2014-07-16,Fridge,2018-07-16,.005,
2015-01-19,Dish Washer,2017-01-19,.001,
2012-09-08,Dish Washer,2014-09-08,.001,
2011-06-01,Fridge,2013-06-01,.044,
2015-03-05,Dish Washer,2017-03-05,.001,
2010-11-21,Fridge,2014-11-21,.048,
2013-06-05,Dish Washer,2015-06-05,.001,
2011-06-30,Dish Washer,2014-06-30,.001,
2010-11-07,Garage door,2014-11-07,.013,
2014-06-19,Furnace,2016-06-19,.020,
2012-09-30,Furnace,2016-09-30,.025,
2013-09-30,Dish Washer,2015-09-30,.001,
2016-02-14,Fridge,2019-02-14,.075,
2013-04-03,Fridge,2016-04-03,.075,
2010-12-12,Fridge,2014-12-12,.005,
2012-07-24,Microwave,2015-07-24,.004,
2012-07-26,Wine Cellar,2014-07-26,.007,
2016-09-11,Garage door,2018-09-11,.013,
2012-12-04,Furnace,2015-12-04,.242,
2013-10-28,Fridge,2017-10-28,.061,
2011-02-19,Wine Cellar,2014-02-19,.007,
2016-03-19,Fridge,2020-03-19,.054,
2010-01-28,Wine Cellar,2014-01-28,.007,
2011-11-27,Garage door,2015-11-27,.014,
2010-06-10,Dish Washer,2013-06-10,.001,
2010-03-29,Garage door,2013-03-29,.013,
2011-12-24,Furnace,2014-12-24,.033,
2016-06-15,Fridge,2018-06-15,.061,
2011-01-15,Furnace,2013-01-15,.234,
2013-05-10,Fridge,2016-05-10,.088,
2010-03-20,Garage door,2012-03-20,.014,
2011-08-04,Wine Cellar,2013-08-04,.007,
2011-02-03,Garage door,2015-02-03,.015,
2011-07-30,Furnace,2015-07-30,.064,
2012-05-14,Fridge,2014-05-14,.061,
2012-11-29,Dish Washer,2014-11-29,.001,
2014-12-25,Dish Washer,2016-12-25,.001,
2010-12-28,Garage door,2012-12-28,.013,
2015-11-12,Furnace,2019-11-12,.111,
2012-10-05,Wine Cellar,2015-10-05,.045,
2010-03-21,Furnace,2014-03-21,.020,
2011-04-26,Fridge,2015-04-26,.054,
2014-01-27,Dish Washer,2018-01-27,.327,
2012-02-16,Dish Washer,2014-02-16,.005,
2014-04-08,Fridge,2016-04-08,.096,
2011-11-21,Wine Cellar,2014-11-21,.007,
2012-10-24,Fridge,2016-10-24,.089,
2016-05-11,Garage door,2019-05-11,.015,
2011-03-27,Wine Cellar,2015-03-27,.008,
2014-08-27,Furnace,2016-08-27,.021,
2013-09-03,Wine Cellar,2016-09-03,.008,
2010-01-29,Furnace,2014-01-29,.020,
2016-11-17,Wine Cellar,2020-11-17,.011,
2014-07-07,Dish Washer,2017-07-07,.001,
2010-03-26,Wine Cellar,2012-03-26,.007,
2011-05-29,Wine Cellar,2013-05-29,.031,
2012-05-20,Fridge,2015-05-20,.047,
2012-12-16,Furnace,2014-12-16,.020,
2013-09-19,Dish Washer,2016-09-19,.001,
2016-10-31,Furnace,2018-10-31,.201,
2015-04-29,Garage door,2018-04-29,.014,
2015-03-04,Wine Cellar,2018-03-04,.064,
2012-07-01,Furnace,2016-07-01,.135,
2012-01-20,Fridge,2016-01-20,.041,
2010-12-06,Microwave,2013-12-06,.011,
2012-10-05,Fridge,2015-10-05,.067,
2011-09-23,Dish Washer,2015-09-23,.001,
2012-08-20,Wine Cellar,2016-08-20,.007,
2013-01-02,Wine Cellar,2017-01-02,.025,
2015-04-06,Garage door,2019-04-06,.013,
2011-10-06,Wine Cellar,2014-10-06,.152,
2013-04-18,Garage door,2015-04-18,.015,
2013-03-18,Dish Washer,2017-03-18,.001,
2015-03-21,Dish Washer,2019-03-21,.455,
2016-11-16,Dish Washer,2019-11-16,.001,
2011-09-13,Wine Cellar,2015-09-13,.037,
2010-05-12,Furnace,2012-05-12,.046,
2013-05-12,Furnace,2017-05-12,.020,
2013-08-20,Dish Washer,2015-08-20,.001,
2013-10-21,Garage door,2015-10-21,.013,
2011-04-08,Furnace,2015-04-08,.020,
2014-10-18,Garage door,2018-10-18,.013,
2015-06-22,Microwave,2017-06-22,.004,
2010-11-23,Garage door,2012-11-23,.013,
2012-04-16,Furnace,2015-04-16,.034,
2015-09-15,Fridge,2019-09-15,.048,
2013-10-11,Microwave,2015-10-11,.004,
2014-01-01,Microwave,2018-01-01,.004,
2015-06-14,Garage door,2018-06-14,.013,
2011-03-25,Furnace,2015-03-25,.121,
2013-01-01,Dish Washer,2016-01-01,.001,
2014-01-22,Garage door,2018-01-22,.021,
2011-08-17,Dish Washer,2013-08-17,.001,
2015-12-17,Furnace,2017-12-17,.020,
2010-10-07,Fridge,2013-10-07,.010,
2016-01-07,Fridge,2018-01-07,.043,
2016-03-20,Dish Washer,2018-03-20,.336,
2010-05-14,Garage door,2013-05-14,.019,
2012-12-03,Furnace,2014-12-03,.105,
2016-03-03,Fridge,2019-03-03,.046,
2012-10-16,Wine Cellar,2016-10-16,.007,
2010-01-31,Fridge,2014-01-31,.126,
2016-05-13,Furnace,2019-05-13,.220,
2015-12-10,Furnace,2018-12-10,.044,
2010-08-08,Wine Cellar,2012-08-08,.007,
2010-06-13,Dish Washer,2013-06-13,.001,
2013-03-20,Fridge,2015-03-20,.098,
2014-10-27,Furnace,2017-10-27,.020,
2013-08-21,Wine Cellar,2016-08-21,.005,
2014-02-06,Dish Washer,2016-02-06,.001,
2010-01-24,Dish Washer,2013-01-24,.001,
2014-08-02,Wine Cellar,2018-08-02,.072,
2010-03-26,Fridge,2012-03-26,.005,
2012-05-26,Microwave,2016-05-26,.012,
2014-05-17,Fridge,2017-05-17,.117,
2012-11-26,Garage door,2014-11-26,.013,
2016-04-28,Garage door,2019-04-28,.013,
2013-01-26,Fridge,2016-01-26,.046,
2011-11-04,Garage door,2014-11-04,.013,
2014-06-06,Fridge,2018-06-06,.170,
2012-10-02,Garage door,2016-10-02,.013,
2015-02-24,Dish Washer,2018-02-24,.001,
2010-07-03,Dish Washer,2014-07-03,.001,
2016-03-06,Microwave,2020-03-06,.004,
2016-04-30,Microwave,2018-04-30,.003,
2013-01-21,Wine Cellar,2016-01-21,.029,
2010-03-01,Garage door,2014-03-01,.013,
2015-08-12,Furnace,2019-08-12,.021,
2011-10-09,Garage door,2015-10-09,.013,
2013-08-09,Furnace,2017-08-09,.020,
2016-08-28,Wine Cellar,2019-08-28,.126,
2013-02-21,Fridge,2015-02-21,.005,
2012-06-21,Microwave,2014-06-21,.004,
2012-09-08,Fridge,2015-09-08,.123,
2011-04-16,Garage door,2014-04-16,.013,
2015-12-05,Furnace,2018-12-05,.021,
2011-07-22,Dish Washer,2014-07-22,.001,
2013-03-11,Furnace,2017-03-11,.021,
2014-09-29,Fridge,2017-09-29,.086,
2013-02-05,Dish Washer,2016-02-05,.001,
2013-02-19,Garage door,2017-02-19,.014,
2012-06-03,Fridge,2016-06-03,.039,
2015-11-24,Dish Washer,2019-11-24,.001,
2015-09-06,Wine Cellar,2018-09-06,.008,
2014-01-17,Microwave,2018-01-17,.019,
2016-04-11,Wine Cellar,2018-04-11,.060,
2015-03-17,Microwave,2017-03-17,.015,
2010-08-09,Microwave,2013-08-09,.004,
2015-04-15,Microwave,2019-04-15,.004,
2014-07-30,Furnace,2017-07-30,.043,
2016-11-20,Furnace,2019-11-20,.042,
2012-03-30,Dish Washer,2016-03-30,.001,
2010-02-09,Dish Washer,2013-02-09,.001,
2010-01-11,Fridge,2013-01-11,.048,
2015-08-04,Garage door,2018-08-04,.013,
2016-03-03,Fridge,2020-03-03,.042,
2013-10-12,Fridge,2017-10-12,.063,
2014-02-10,Furnace,2016-02-10,.018,
2015-07-04,Furnace,2018-07-04,.020,
2015-04-16,Dish Washer,2018-04-16,.001,
2014-04-22,Fridge,2016-04-22,.071,
2011-08-28,Wine Cellar,2015-08-28,.055,
2011-11-24,Dish Washer,2015-11-24,.001,
2016-08-21,Dish Washer,2018-08-21,.317,
2011-12-30,Fridge,2015-12-30,.006,
2015-07-30,Dish Washer,2018-07-30,.001,
2011-04-07,Furnace,2014-04-07,.036,
2012-09-08,Microwave,2015-09-08,.004,
2011-11-23,Microwave,2013-11-23,.004,
2011-02-28,Dish Washer,2013-02-28,.001,
2016-06-16,Fridge,2020-06-16,.005,
2012-05-15,Wine Cellar,2015-05-15,.007,
2012-06-03,Fridge,2015-06-03,.041,
2012-12-12,Dish Washer,2014-12-12,.001,
2012-08-16,Wine Cellar,2014-08-16,.059,
2011-01-04,Wine Cellar,2014-01-04,.017,
2010-11-26,Microwave,2014-11-26,.004,
2013-06-06,Wine Cellar,2016-06-06,.008,
2010-05-06,Wine Cellar,2012-05-06,.128,
2015-12-14,Furnace,2018-12-14,.020,
2014-08-19,Fridge,2016-08-19,.127,
2015-11-16,Fridge,2018-11-16,.042,
2011-05-11,Dish Washer,2014-05-11,.001,
2013-12-03,Wine Cellar,2017-12-03,.085,
2016-03-14,Garage door,2018-03-14,.015,
2014-05-30,Furnace,2016-05-30,.226,
2016-02-21,Microwave,2019-02-21,.009,
2015-01-28,Microwave,2018-01-28,.004,
2010-09-17,Wine Cellar,2012-09-17,.008,
2014-10-25,Fridge,2017-10-25,.123,
2016-06-23,Furnace,2019-06-23,.221,
2012-10-25,Garage door,2016-10-25,.013,
2015-12-18,Wine Cellar,2019-12-18,.032,
2011-05-03,Furnace,2015-05-03,.020,
2012-03-07,Wine Cellar,2016-03-07,.007,
2010-09-15,Dish Washer,2012-09-15,.173,
2016-05-20,Garage door,2019-05-20,.013,
2013-09-14,Furnace,2016-09-14,.020,
2015-09-29,Furnace,2018-09-29,.057,
2013-07-30,Furnace,2016-07-30,.021,
2016-07-04,Dish Washer,2020-07-04,.001,
2011-08-18,Wine Cellar,2015-08-18,.007,
2011-03-17,Fridge,2014-03-17,.015,
2013-08-10,Dish Washer,2016-08-10,.001,
2015-06-29,Fridge,2018-06-29,.041,
2012-04-01,Dish Washer,2014-04-01,.001,
2011-06-11,Dish Washer,2014-06-11,.001,
2010-06-21,Wine Cellar,2013-06-21,.061,
2013-05-18,Furnace,2017-05-18,.020,
2016-02-16,Dish Washer,2020-02-16,.001,
2011-01-30,Furnace,2015-01-30,.104,
2011-10-19,Wine Cellar,2015-10-19,.090,
2010-06-09,Microwave,2012-06-09,.004,
2010-10-20,Furnace,2012-10-20,.116,
2011-07-04,Wine Cellar,2015-07-04,.067,
2015-11-13,Furnace,2018-11-13,.093,
2010-09-25,Dish Washer,2014-09-25,.001,
2010-02-06,Fridge,2013-02-06,.050,
2014-09-26,Furnace,2018-09-26,.020,
2011-02-12,Dish Washer,2015-02-12,.001,
2016-08-19,Furnace,2018-08-19,.055,
2014-02-02,Furnace,2016-02-02,.020,
2014-09-16,Furnace,2016-09-16,.149,
2011-01-09,Wine Cellar,2014-01-09,.099,
2012-09-23,Furnace,2014-09-23,.136,
2010-05-08,Garage door,2014-05-08,.013,
2014-11-20,Fridge,2016-11-20,.186,
2015-10-18,Furnace,2019-10-18,.229,
2012-10-08,Garage door,2016-10-08,.013,
2010-12-11,Microwave,2012-12-11,.040,
2016-07-05,Furnace,2018-07-05,.166,
2015-01-18,Microwave,2019-01-18,.004,
2014-10-21,Wine Cellar,2017-10-21,.084,
2015-01-08,Dish Washer,2019-01-08,.001,
2015-10-28,Fridge,2017-10-28,.073,
2010-04-01,Furnace,2012-04-01,.067,
2015-03-02,Fridge,2019-03-02,.111,
2010-10-27,Microwave,2012-10-27,.016,
2011-04-14,Furnace,2014-04-14,.258,
2013-01-21,Dish Washer,2015-01-21,.001,
2013-02-25,Dish Washer,2017-02-25,.001,
2014-08-29,Fridge,2018-08-29,.097,
2010-05-28,Furnace,2014-05-28,.020,
2011-08-12,Garage door,2014-08-12,.013,
2014-04-28,Wine Cellar,2016-04-28,.056,
2012-10-29,Furnace,2015-10-29,.144,
2016-05-31,Dish Washer,2018-05-31,.249,
2011-09-17,Garage door,2015-09-17,.016,
2010-06-02,Wine Cellar,2012-06-02,.007,
2011-03-09,Furnace,2013-03-09,.109,
